出番ID,ライブ_from,ライブ_長さ(分),グループID,ステージID,グループ名_raw,グループ名,ステージ名,備考
309,12:00,30,8,49,Aurora,Aurora,ダーツ,
310,12:30,30,137,49,絶対少女,絶対少女,ダーツ,
311,13:00,30,104,49,セカイシティ,セカイシティ,ダーツ,
312,13:30,30,46,49,PinkySpice,PinkySpice,ダーツ,
313,14:00,30,63,49,XINXIN,XINXIN,ダーツ,
314,14:30,30,59,49,UNDO,UNDO,ダーツ,
315,15:00,30,6,49,Aproof,Aproof,ダーツ,
316,15:30,30,132,49,昼夜逆転,昼夜逆転,ダーツ,
317,16:00,30,123,49,八木沙季,八木沙季,ダーツ,
318,16:30,30,27,49,LOVEME,LOVEME,ダーツ,
319,17:00,30,142,49,開歌-かいか-,開歌-かいか-,ダーツ,
320,17:30,30,25,49,JAPANARIZM,JAPANARIZM,ダーツ,
321,18:00,30,31,49,LumiDay,LumiDay,ダーツ,
322,18:30,30,85,49,すーぱーぷーばぁー!!,すーぱーぷーばぁー!!,ダーツ,
323,12:00,30,141,50,透色ドロップ,透色ドロップ,ボールひっかけ,
324,12:30,30,54,50,SEKAIE☆,SEKAIE☆,ボールひっかけ,
325,13:00,30,45,50,Payrin's,Payrin's,ボールひっかけ,
326,13:30,30,131,50,撫子の音返し,撫子の音返し,ボールひっかけ,
327,14:00,30,79,50,あいすなっつ,あいすなっつ,ボールひっかけ,
328,14:30,30,74,50,myojou,myojou,ボールひっかけ,
329,15:00,30,66,50,buGG,buGG,ボールひっかけ,
330,15:30,30,95,50,オカシリゾート,オカシリゾート,ボールひっかけ,
331,16:00,30,0,50,-天-,-天-,ボールひっかけ,
332,16:30,30,88,50,まねきケチャ,まねきケチャ,ボールひっかけ,
333,17:00,30,93,50,エイアイカ,エイアイカ,ボールひっかけ,
334,17:30,30,138,50,虹色の飛行少女,虹色の飛行少女,ボールひっかけ,
335,18:00,30,4,50,Ange☆Reve,Ange☆Reve,ボールひっかけ,
336,18:30,30,65,50,alma,alma,ボールひっかけ,
337,12:00,30,87,51,びっくえんじぇる,びっくえんじぇる,スローイングゲーム,
338,12:30,30,30,51,Luce Twinkle Wink☆,Luce Twinkle Wink☆,スローイングゲーム,
339,13:00,30,29,51,Loulouchouchou,Loulouchouchou,スローイングゲーム,
340,13:30,30,41,51,PSYRO,PSYRO,スローイングゲーム,
341,14:00,30,112,51,ポラリスマイル,ポラリスマイル,スローイングゲーム,
342,14:30,30,92,51,アイドルは下剋上,アイドルは下剋上,スローイングゲーム,
343,15:00,30,40,51,POPPiNG EMO,POPPiNG EMO,スローイングゲーム,
344,15:30,30,118,51,ラビットビット,ラビットビット,スローイングゲーム,
345,16:00,30,101,51,ジェメイ,ジエメイ,スローイングゲーム,
346,16:30,30,81,51,かかかぶぶぶききき!!!,かかかぶぶぶききき!!!,スローイングゲーム,
347,17:00,30,89,51,ゆるっと革命団,ゆるっと革命団,スローイングゲーム,
348,17:30,30,135,51,泡沫パーティーズ,泡沫パーティーズ,スローイングゲーム,
349,18:00,30,24,51,IWI!,IWI!,スローイングゲーム,
350,18:30,30,60,51,UPローチ,UPローチ,スローイングゲーム,
